State,County,City,Street,Zipcode,Property_Type,Status,Price,Year_Built,Beds,Bath,Sqft,Lot Area,HOA Due,School_rating,WalkScore,Bike_Score,Garage_availability,Redfin_estimate
Ca,Alameda-county,Oakland,3471 wilson ave,94602,Single family residential,New,699000.0,1923,2.0,1.0,876.0,3690.0,0.0,5,90,59.0,Yes,746672.0
Ca,Alameda-county,Fremont,37149 dondero way,94536,Single family home,Active,1098888.0,1952,4.0,3.0,1296.0,5429.0,0.0,7,65,54.0,Yes,1125494.0
Ca,Alameda-county,Dublin,3307 longmeadow pl,94568,Single family residential,New,1780000.0,2000,4.0,2.5,2366.0,5352.0,86.0,9,34,45.0,Yes,1787709.0
Ca,Alameda-county,Fremont,3850 great salt lake ct,94555,Single family home,Active,1199000.0,1978,3.0,2.5,1335.0,3988.0,0.0,9,67,57.0,Yes,1200397.0
Ca,Alameda-county,Oakland,9840 lawlor st,94605,Single family residential,New,550000.0,1920,2.0,1.0,733.0,6254.0,0.0,4,64,45.0,Yes,553394.0
Ca,Alameda-county,San leandro,1449 151st ave,94578,Single family residential,New,725000.0,1941,2.0,1.0,994.0,4000.0,0.0,4,86,59.0,Yes,724161.0
Ca,Alameda-county,Oakland,5918 taft ave,94618,Single family residential,New,1449000.0,1913,3.0,1.5,1340.0,4160.0,0.0,8,75,63.0,No,1776024.0
Ca,Alameda-county,Oakland,2721 106th ave,94605,Single family residential,New,579000.0,1943,2.0,1.0,805.0,6400.0,0.0,4,75,71.0,Yes,580469.0
Ca,Alameda-county,Oakland,763 franklin st #418,94607,Condo,New,369000.0,1989,1.0,1.0,682.0,6400.0,453.0,8,100,84.0,No,367690.0
Ca,Alameda-county,Berkeley,2747 san pablo ave #212,94702,Condo,New,629000.0,2020,1.0,1.5,773.0,17424.0,461.0,8,92,92.0,Yes,637131.0
Ca,Alameda-county,Newark,6744 mayhews landing rd,94560,Single family home,Active,1349000.0,1952,3.0,2.5,1700.0,9752.0,0.0,5,57,51.0,Yes,1347724.0
Ca,Alameda-county,Oakland,2101 havenscourt blvd,94621,Single family residential,New,628000.0,1922,3.0,2.0,1807.0,3939.0,0.0,5,73,59.0,Yes,626323.0
Ca,Alameda-county,Livermore,4692 gerrilyn way,94550,Single family residential,New,1349000.0,1993,4.0,3.0,2472.0,8272.0,0.0,7,38,67.0,Yes,1364621.0
Ca,Alameda-county,Oakland,2620 bartlett,94602,Single family residential,New,729000.0,1922,2.0,1.0,984.0,5125.0,0.0,5,65,64.0,Yes,810154.0
Ca,Alameda-county,Berkeley,2690 shasta rd,94708,Single family residential,Active,1595000.0,1979,3.0,2.5,3070.0,6507.0,0.0,8,31,33.0,No,0.0
Ca,Alameda-county,Alameda,817 santa clara ave,94501,Single family residential,New,1495000.0,1895,3.0,1.5,2184.0,5520.0,0.0,7,92,81.0,Yes,1510990.0
Ca,Alameda-county,Fremont,5322 tallman ct,94536,Single family residential,Active,1559950.0,1963,4.0,2.0,1635.0,11761.2,25.0,7,46,45.0,Yes,1580290.0
Ca,Alameda-county,Pleasanton,6831 herrin way,94588,Single family residential,New,1498000.0,1976,5.0,3.0,2050.0,6200.0,0.0,9,41,68.0,Yes,1517806.0
Ca,Alameda-county,Pleasanton,1493 trimingham dr,94566,Single family residential,New,998000.0,1986,2.0,2.0,1345.0,4728.0,92.0,9,78,73.0,Yes,1062309.0
Ca,Alameda-county,Pleasanton,5786 belleza dr,94588,Townhouse,New,899900.0,1995,2.0,2.0,1302.0,1385.0,310.0,9,34,64.0,Yes,913526.0
Ca,Alameda-county,Pleasanton,5420 san jose dr,94566,Single family residential,Active,1600000.0,1971,4.0,2.0,1919.0,7100.0,0.0,9,64,47.0,Yes,1576223.0
Ca,Alameda-county,Castro valley,18779 w cavendish dr,94552,Single family residential,Active,1500000.0,1978,4.0,3.0,2292.0,8693.0,33.0,8,2,4.0,Yes,1580937.0
Ca,Alameda-county,Oakland,1438 lakeshore ave #1,94606,Condo,New,550000.0,1933,1.0,1.0,824.0,5740.0,475.0,7,91,95.0,Yes,549003.0
Ca,Alameda-county,Hayward,3450 saddle dr,94541,Single family home,Active,850000.0,1962,3.0,2.0,1318.0,6120.0,0.0,5,10,12.0,Yes,904413.0
Ca,Alameda-county,Newark,6054 birch pl unit na,94560,Single family home,Active,999999.0,1979,4.0,2.5,1780.0,5609.0,0.0,6,56,43.0,Yes,1024192.0
Ca,Alameda-county,Fremont,47850 masters ct,94539,Single family residential,New,1799900.0,1963,4.0,3.0,1821.0,7920.0,0.0,9,51,52.0,Yes,1799936.0
Ca,Alameda-county,Hayward,25824 scripps st,94545,Single family residential,New,749950.0,1959,3.0,2.0,1359.0,5734.0,0.0,5,61,66.0,Yes,766959.0
Ca,Alameda-county,Fremont,3207 kemper rd,94536,Single family residential,New,1725000.0,1973,4.0,2.0,1708.0,6930.0,0.0,9,62,73.0,Yes,1717369.0
Ca,Alameda-county,Oakland,2710 harrison st,94612,Single family residential,Active,849000.0,1924,3.0,3.0,1843.0,7571.0,0.0,8,93,78.0,Yes,0.0
Ca,Alameda-county,Oakland,6320 rocky point ct,94605,Townhouse,Active,988000.0,2012,4.0,3.0,2468.0,2089.0,534.0,4,13,15.0,Yes,1087928.0
Ca,Alameda-county,Union city,32510 karen ct,94587,Single family residential,New,1450000.0,1975,4.0,2.0,1682.0,7448.0,0.0,8,13,48.0,Yes,1472897.0
Ca,Alameda-county,Livermore,5291 lilac ave,94551,Single family residential,New,849000.0,1971,3.0,2.0,1040.0,6000.0,54.0,7,20,61.0,Yes,871156.0
Ca,Alameda-county,Pleasanton,625 neal st,94566,Single family residential,New,1750000.0,1957,4.0,3.0,1698.0,8714.0,0.0,9,64,31.0,Yes,1748276.0
Ca,Alameda-county,Oakland,295 lenox ave #104,94610,Condo,New,849000.0,1981,2.0,2.0,1409.0,12632.4,533.0,8,91,82.0,Yes,857585.0
Ca,Alameda-county,Oakland,1865 39th ave,94601,Single family residential,New,499000.0,1915,2.0,1.0,902.0,2825.0,0.0,4,92,78.0,No,500077.0
Ca,Alameda-county,Pleasanton,2303 woodthrush way,94566,Single family residential,New,1849000.0,1967,4.0,2.0,1882.0,7402.0,0.0,9,49,60.0,Yes,1861488.0
Ca,Alameda-county,Fremont,61 old glory ct,94539,Single family residential,New,2988888.0,1990,5.0,4.5,3108.0,8179.0,123.0,9,42,33.0,Yes,2982798.0
Ca,Alameda-county,Livermore,5648 dresslar cir,94550,Single family residential,New,1800000.0,2004,5.0,4.0,3270.0,8914.0,8.0,7,28,75.0,Yes,1825251.0
Ca,Alameda-county,Oakland,7607 hillside st,94605,Single family home,Active,550000.0,1926,2.0,1.0,888.0,2470.0,0.0,4,80,64.0,Yes,555794.0
Ca,Alameda-county,San leandro,543 fortuna ave,94577,Single family residential,New,879000.0,1939,2.0,1.5,1212.0,4738.0,0.0,6,65,58.0,Yes,930742.0
Ca,Alameda-county,Fremont,42124 camino santa barbara,94539,Single family residential,New,1999900.0,1963,4.0,2.0,1750.0,8740.0,0.0,9,30,39.0,Yes,2018774.0
Ca,Alameda-county,Newark,36739 hafner st,94560,Single family residential,Active,1190000.0,1954,4.0,2.0,1216.0,5000.0,0.0,5,80,50.0,Yes,1196387.0
Ca,Alameda-county,Oakland,155 pearl st #308,94611,Condo,New,739000.0,1973,2.0,2.0,1082.0,12196.800000000001,388.0,7,85,71.0,Yes,735339.0
Ca,Alameda-county,Dublin,4793 n spago dr,94568,Single family residential,New,1725000.0,2013,3.0,2.5,2089.0,3783.0,89.0,9,14,13.0,Yes,1927049.0
Ca,Alameda-county,Oakland,3125 cuthbert ave,94602-2725,Condo,New,449000.0,1983,2.0,1.5,912.0,5200.0,100.0,5,83,65.0,Yes,449207.0
Ca,Alameda-county,Oakland,4722 congress ave,94601,Single family residential,Active,899000.0,1983,3.0,2.0,1204.0,5000.0,0.0,4,73,37.0,Yes,0.0
Ca,Alameda-county,Hayward,362 jerilynn ln,94541,Single family residential,Active,875000.0,1951,3.0,2.0,1149.0,5100.0,0.0,5,56,59.0,Yes,880471.0
Ca,Alameda-county,Union city,2721 cherry blossom way,94587,Single family residential,New,1998000.0,1998,6.0,4.0,3088.0,13068.0,0.0,8,60,58.0,Yes,2052957.0
Ca,Alameda-county,Oakland,1215 106th ave,94603,Single family residential,New,799800.0,1910,5.0,3.0,2400.0,7500.0,0.0,5,74,70.0,Yes,814860.0
Ca,Alameda-county,Oakland,4438 camden st,94619,Single family residential,Active,650000.0,1948,3.0,1.5,1136.0,4524.0,0.0,5,82,46.0,No,670939.0
Ca,Alameda-county,Oakland,10500 beverly ave,94603,Single family residential,New,749000.0,1931,3.0,2.0,1508.0,4356.0,0.0,3,72,74.0,Yes,781364.0
Ca,Alameda-county,Livermore,1221 lexington way,94550,Single family residential,New,1450000.0,1972,3.0,2.0,1728.0,9812.0,0.0,8,29,54.0,Yes,1452822.0
Ca,Alameda-county,Oakland,3009 humboldt ave,94602,Single family residential,New,899000.0,1920,5.0,2.0,1783.0,9420.0,0.0,5,76,59.0,Yes,922159.0
Ca,Alameda-county,Oakland,631 wesley ave,94610,Single family residential,New,995000.0,1922,3.0,1.0,1460.0,4365.0,0.0,7,95,71.0,Yes,1198123.0
Ca,Alameda-county,Oakland,1625 church st,94621,Single family home,Active,695000.0,1921,3.0,2.0,1684.0,5000.0,0.0,3,81,62.0,No,690604.0
Ca,Alameda-county,Union city,280 oahu cir,94587,Mobile/manufactured home,New,220000.0,1921,2.0,2.0,1440.0,5000.0,0.0,8,1,45.0,Yes,220240.0
Ca,Alameda-county,Berkeley,1475 campus dr,94708,Single family residential,New,1150000.0,1972,3.0,2.5,1434.0,6588.0,0.0,8,27,34.0,Yes,0.0
Ca,Alameda-county,Berkeley,2423 grant st,94703,Single family residential,New,849000.0,1910,2.0,1.0,620.0,2600.0,0.0,8,85,95.0,No,986030.0
Ca,Alameda-county,Oakland,3963 altamont ave,94605,Single family residential,New,649000.0,1925,2.0,1.5,1053.0,6250.0,0.0,4,39,39.0,No,0.0
Ca,Alameda-county,San leandro,15087 andover st,94579,Single family residential,New,898800.0,1949,3.0,1.0,1340.0,5040.0,0.0,7,83,54.0,Yes,896124.0
Ca,Alameda-county,Oakland,924 45th st,94608,Single family residential,New,899000.0,1924,2.0,1.0,967.0,3300.0,0.0,7,90,98.0,Yes,983204.0
Ca,Alameda-county,Dublin,3753 central pkwy,94568,Condo,New,1159000.0,2007,4.0,3.0,2383.0,3300.0,419.0,9,52,71.0,Yes,1178889.0
Ca,Alameda-county,Dublin,4271 clarinbridge cir,94568,Condo,Active,799000.0,2004,2.0,2.5,1428.0,3300.0,357.0,9,67,65.0,Yes,813223.0
Ca,Alameda-county,Hayward,24410 calaveras rd,94545,Single family residential,New,1150000.0,1979,4.0,3.0,2249.0,5500.0,0.0,5,73,56.0,Yes,1216343.0
Ca,Alameda-county,Oakland,62 crestmont dr,94619,Single family residential,New,1395000.0,1960,4.0,3.0,2133.0,13503.6,16.0,5,10,15.0,Yes,0.0
Ca,Alameda-county,Alameda,1220 broadway,94501,Single family residential,New,998000.0,1910,3.0,2.0,1834.0,4420.0,0.0,9,89,82.0,Yes,1232876.0
Ca,Alameda-county,Fremont,38275 ballard dr,94536,Single family home,Active,1998000.0,1960,5.0,3.0,2425.0,8250.0,25.0,7,40,42.0,Yes,2033029.0
Ca,Alameda-county,Hayward,30518 prestwick ave,94544,Single family residential,New,998888.0,1955,3.0,2.0,2020.0,7480.0,0.0,3,70,50.0,Yes,998492.0
Ca,Alameda-county,Oakland,151 lakeside dr apt 112,94612,Condo,Active,468000.0,1974,1.0,1.0,621.0,7480.0,402.0,8,96,89.0,Yes,467307.0
Ca,Alameda-county,Dublin,7720 donohue dr,94568,Single family residential,New,1199999.0,1960,3.0,2.0,1116.0,6600.0,0.0,9,64,71.0,Yes,1202897.0
Ca,Alameda-county,Oakland,32 harbord ct,94618,Single family residential,New,1895000.0,1940,4.0,2.0,1946.0,5022.0,0.0,9,23,23.0,Yes,2213982.0
Ca,Alameda-county,Oakland,5223 coronado ave,94618,Single family residential,New,1049000.0,1917,3.0,1.0,1287.0,2970.0,0.0,7,94,74.0,Yes,1362074.0
Ca,Alameda-county,Oakland,8801 thermal st,94605,Single family residential,New,690000.0,1925,3.0,2.0,1280.0,4940.0,0.0,5,64,32.0,No,698978.0
Ca,Alameda-county,Oakland,1821 106th ave,94603,Single family residential,New,509950.0,1937,2.0,1.0,1076.0,3900.0,0.0,3,65,74.0,Yes,529846.0
Ca,Alameda-county,Berkeley,2635 mathews st,94702,Single family residential,New,1170000.0,1912,3.0,2.0,1235.0,2120.0,0.0,8,87,90.0,Yes,1168204.0
Ca,Alameda-county,Piedmont,174 indian rd,94610,Single family residential,New,2495000.0,1951,3.0,2.5,2643.0,8700.0,0.0,9,29,17.0,Yes,2887974.0
Ca,Alameda-county,Oakland,1044 86th ave,94621,Single family residential,New,420000.0,1910,2.0,1.0,672.0,3250.0,0.0,5,72,65.0,Yes,420451.0
Ca,Alameda-county,San leandro,1468 grand ave #18,94577,Single-wide mobile home,Active,90000.0,2020,1.0,1.0,375.0,3250.0,0.0,5,74,58.0,No,90040.0
Ca,Alameda-county,Hayward,24123 amaranth loop,94541,Single family residential,New,1288000.0,2019,5.0,4.0,2493.0,2482.0,240.0,5,53,22.0,Yes,1301988.0
Ca,Alameda-county,Pleasanton,993 montevino dr,94566,Single family residential,New,2275000.0,1990,4.0,2.0,2723.0,11761.2,0.0,9,24,18.0,Yes,2296650.0
Ca,Alameda-county,Oakland,6608 dana st,94609,Condo,New,725000.0,1980,2.0,1.0,1225.0,5200.0,0.0,8,88,99.0,Yes,957390.0
Ca,Alameda-county,Union city,4209 lunar way,94587,Townhouse,Active,630000.0,1970,2.0,1.0,856.0,1725.0,333.0,8,80,58.0,Yes,630925.0
Ca,Alameda-county,Castro valley,18426 carlwyn dr,94546,Single family residential,New,1200000.0,1956,4.0,2.5,2118.0,5200.0,0.0,8,43,17.0,Yes,1222036.0
Ca,Alameda-county,Union city,34717 alvarado niles rd #3,94587,Condo,New,490000.0,1972,2.0,1.0,903.0,5200.0,385.0,8,82,69.0,No,490331.0
Ca,Alameda-county,Oakland,874 36th st,94608,Multi-family (2-4 unit),New,1016888.0,1912,5.0,4.0,2766.0,4891.0,0.0,7,88,91.0,No,1045112.0
Ca,Alameda-county,Berkeley,2611 derby st,94705,Single family residential,New,1795000.0,1925,5.0,2.5,2377.0,3400.0,0.0,8,95,95.0,Yes,0.0
Ca,Alameda-county,Union city,3092 san andreas dr,94587,Single family home,Contingent,898000.0,1970,2.0,1.0,1195.0,5500.0,0.0,8,52,55.0,Yes,922378.0
Ca,Alameda-county,Oakland,359 bellevue ave,94610,Single family residential,Active,1998000.0,1909,6.0,4.0,3093.0,5000.0,0.0,7,89,85.0,No,2023106.0
Ca,Alameda-county,Fremont,45009 challenge cmn #200,94538,Condo,Active,950000.0,2020,2.0,2.0,1279.0,9498.0,487.0,8,35,60.0,Yes,950510.0
Ca,Alameda-county,Newark,7776 hazelnut dr,94560,Single family home,Active,1350000.0,1964,4.0,3.0,2417.0,6693.0,0.0,7,35,44.0,Yes,1381968.0
Ca,Alameda-county,Oakland,165 w macarthur blvd,94611,Single family residential,New,949000.0,1918,3.0,2.5,1712.0,2800.0,0.0,7,89,68.0,Yes,1177665.0
Ca,Alameda-county,Berkeley,2632 warring st #5,94704,Condo,New,688000.0,1980,2.0,1.0,845.0,9083.0,360.0,8,85,66.0,No,688716.0
Ca,Alameda-county,Hayward,29011 newcastle ct,94544,Mobile/manufactured home,Price change,280000.0,1980,2.0,2.0,1344.0,9083.0,0.0,5,50,57.0,Yes,280319.0
Ca,Alameda-county,Hayward,27496 ponderosa ct,94545,Townhouse,Active,730000.0,1970,4.0,2.5,1474.0,1210.0,268.0,5,64,66.0,No,732892.0
Ca,Alameda-county,Oakland,764 59th st,94609,Single family residential,Active,1195000.0,1908,4.0,3.0,2262.0,5400.0,0.0,7,90,100.0,No,1312634.0
Ca,Alameda-county,Union city,3146 san rafael way,94587,Single family residential,Active,900000.0,1934,2.0,1.0,1365.0,10890.0,0.0,8,64,52.0,Yes,911202.0
Ca,Alameda-county,Newark,37794 rockspray st,94560,Single family residential,New,1250000.0,1969,4.0,2.0,1880.0,7200.0,0.0,6,62,46.0,Yes,1296422.0
Ca,Alameda-county,Fremont,36360 magellan dr,94536,Single family home,Active,949000.0,1954,3.0,1.0,1111.0,5414.0,0.0,7,61,53.0,Yes,1002825.0
Ca,Alameda-county,Oakland,2629 octavia st,94619,Single family residential,New,569000.0,1922,3.0,1.0,958.0,2400.0,0.0,5,64,67.0,No,612010.0
Ca,Alameda-county,Union city,2499 balmoral st,94587,Single family residential,New,1398000.0,1967,4.0,3.0,3374.0,9765.0,0.0,8,63,45.0,Yes,1398217.0
Ca,Alameda-county,Hayward,30021 mountain view dr,94544,Single family home,Active,1698000.0,2018,4.0,3.0,2734.0,3609.0,141.0,3,15,7.0,Yes,1794715.0
Ca,Alameda-county,Livermore,165 el caminito,94550,Single family residential,New,799800.0,1964,3.0,2.0,1484.0,6120.0,0.0,7,35,66.0,Yes,831092.0
Ca,Alameda-county,Fremont,41004 genesis cmn,94538,Townhouse,New,1099900.0,2018,3.0,2.5,1662.0,1025.0,282.0,8,86,61.0,Yes,1114627.0
Ca,Alameda-county,Alameda,50 bannister way,94502,Single family residential,Active,1350000.0,1991,3.0,2.5,1772.0,3340.0,426.0,9,24,64.0,Yes,1517271.0
Ca,Alameda-county,Oakland,5879 saint paul ct,94618,Single family residential,Active,1398000.0,1947,3.0,2.5,2743.0,5310.0,0.0,9,28,28.0,Yes,1607142.0
Ca,Alameda-county,Fremont,4762 driftwood,94536,Single family residential,Active,1199000.0,1955,3.0,2.0,1167.0,5580.0,0.0,7,37,45.0,Yes,1206434.0
Ca,Alameda-county,Oakland,5901 la salle,94611,Single family residential,New,1395000.0,1946,3.0,2.5,2154.0,5757.0,0.0,8,87,40.0,Yes,1775017.0
Ca,Alameda-county,Oakland,2015 bywood dr,94602,Single family residential,New,1798000.0,1952,4.0,3.5,2684.0,10890.0,6.0,7,47,23.0,Yes,2147875.0
Ca,Alameda-county,Albany,1129 portland ave,94706,Single family residential,New,875000.0,1951,2.0,1.0,884.0,2600.0,0.0,9,93,98.0,Yes,911138.0
Ca,Alameda-county,Pleasanton,647 saint francis way,94566,Townhouse,Active,965000.0,1984,3.0,2.5,1540.0,1088.0,320.0,9,68,61.0,Yes,969235.0
Ca,Alameda-county,Livermore,93 fawn dr,94550,Single family residential,New,1249000.0,2000,4.0,2.5,1735.0,6833.0,0.0,7,11,59.0,Yes,0.0
Ca,Alameda-county,Newark,8511 leeward way,94560,Townhouse,Active,1299000.0,2019,4.0,3.5,2109.0,10890.0,392.0,5,21,34.0,Yes,1298061.0
Ca,Alameda-county,Hayward,28817 hideaway st,94544,Townhouse,Active,1249000.0,2019,4.0,3.5,1969.0,1856.0,308.0,3,51,25.0,Yes,1248784.0
Ca,Alameda-county,Hayward,960 folsom ave,94544,Single family residential,New,899000.0,1945,4.0,4.0,2010.0,11325.6,0.0,5,33,51.0,Yes,901269.0
Ca,Alameda-county,Union city,32412 elizabeth way,94587,Single family residential,New,1325000.0,1972,4.0,2.0,1463.0,6000.0,0.0,8,20,44.0,Yes,1380613.0
Ca,Alameda-county,Castro valley,21529 dolores st,94546,Single family residential,New,749900.0,1948,2.0,1.0,1018.0,5225.0,0.0,5,68,79.0,Yes,755827.0
Ca,Alameda-county,Oakland,1410 wood st,94607,Single family residential,New,1095000.0,2017,3.0,2.5,1845.0,1928.0,0.0,7,67,83.0,Yes,1213934.0
Ca,Alameda-county,Alameda,1598 buena vista ave,94501,Single family residential,New,749000.0,1923,2.0,1.0,762.0,2360.0,0.0,9,78,86.0,Yes,819303.0
Ca,Alameda-county,San leandro,13828 velarde dr,94578,Single family residential,New,850000.0,1956,3.0,2.0,1358.0,6840.0,0.0,5,47,40.0,Yes,854811.0
Ca,Alameda-county,Oakland,1509 41st,94601,Single family residential,Active,499000.0,1922,3.0,2.0,1200.0,3500.0,0.0,4,95,80.0,Yes,531578.0
Ca,Alameda-county,Dublin,7686 arbor creek cir,94568,Townhouse,New,769000.0,1986,2.0,1.5,963.0,2313.0,210.0,9,66,71.0,Yes,783267.0
Ca,Alameda-county,Albany,1145 portland ave,94706,Single family residential,New,895000.0,1940,2.0,1.0,917.0,2500.0,0.0,9,93,98.0,Yes,0.0
Ca,Alameda-county,Fremont,38345 blacow rd,94536,Single family residential,New,1350000.0,1959,4.0,2.0,1607.0,8698.0,21.0,7,53,44.0,Yes,1376464.0
Ca,Alameda-county,Castro valley,19841 edwin markham dr,94552,Single family residential,New,1049000.0,1985,3.0,2.0,1852.0,6666.0,68.0,9,9,19.0,Yes,1075539.0
Ca,Alameda-county,Berkeley,2512 9th st #10,94710,Condo,New,850000.0,1925,1.0,1.0,1244.0,1073.0,276.0,8,87,95.0,No,865836.0
Ca,Alameda-county,Oakland,551 22nd st,94612,Single family residential,New,699000.0,1902,5.0,2.0,2241.0,3100.0,0.0,7,97,95.0,No,695301.0
Ca,Alameda-county,Livermore,1107 florence rd,94550,Single family residential,New,1335000.0,1968,4.0,2.0,2024.0,7913.0,0.0,8,38,62.0,Yes,1365248.0
Ca,Alameda-county,Castro valley,4147 ravenwood pl,94546,Townhouse,New,698000.0,1970,2.0,1.5,1168.0,820.0,355.0,8,59,38.0,Yes,726342.0
Ca,Alameda-county,Castro valley,3243 barrett ct,94546,Single family residential,New,1078000.0,1960,4.0,2.0,1408.0,6848.0,0.0,8,48,48.0,Yes,1107362.0
Ca,Alameda-county,Berkeley,1409 oxford #1,94709,Condo,New,876000.0,1962,2.0,2.0,954.0,9855.0,312.0,8,92,79.0,Yes,897858.0
Ca,Alameda-county,Pleasanton,133 ray st,94566,Condo,Active,759950.0,1987,2.0,2.0,1262.0,9855.0,390.0,9,92,71.0,Yes,760597.0
Ca,Alameda-county,Dublin,7367 diamond mountain rd,94568,Single family residential,New,2549888.0,2017,4.0,4.0,3627.0,4790.0,232.0,9,1,18.0,Yes,2562855.0
Ca,Alameda-county,Livermore,742 avalon way,94550,Single family residential,New,1199000.0,1965,4.0,2.0,1872.0,6258.0,0.0,7,41,73.0,Yes,1211620.0
Ca,Alameda-county,Berkeley,2057 emerson st,94703,Residential income,Active,1299000.0,1900,4.0,2.0,2359.0,5250.0,0.0,8,94,98.0,Yes,1277343.0
Ca,Alameda-county,Oakland,503 lancaster st #3,94601,Townhouse,New,795000.0,2006,1.0,2.0,1870.0,6863.0,225.0,5,86,89.0,Yes,0.0
Ca,Alameda-county,San leandro,1776 vining dr,94579,Single family residential,Active,932000.0,1956,4.0,2.0,1377.0,5130.0,0.0,7,55,69.0,Yes,962806.0
Ca,Alameda-county,Alameda,2205 san antonio ave unit f,94501,Condo,New,684888.0,1975,2.0,1.5,962.0,7500.0,400.0,9,94,74.0,Yes,687857.0
Ca,Alameda-county,Union city,4574 ellen way,94587,Single family home,Active,1398000.0,1972,4.0,2.5,1907.0,6240.0,0.0,8,30,42.0,Yes,1411042.0
Ca,Alameda-county,Hayward,24247 machado ct,94541,Single family residential,New,1198989.0,1984,4.0,2.5,2062.0,8173.0,58.0,5,6,6.0,Yes,1207945.0
Ca,Alameda-county,San leandro,157 santa teresa #157,94579,Double-wide mobile home,Active,245000.0,1971,2.0,2.0,1344.0,3366.0,0.0,7,61,64.0,No,243763.0
Ca,Alameda-county,Oakland,3030 lynde st,94601,Single family residential,New,850000.0,1931,3.0,1.5,1543.0,5358.0,0.0,5,80,57.0,Yes,861595.0
Ca,Alameda-county,Fremont,839 nina way,94539,Single family residential,New,2698000.0,1974,4.0,4.0,3057.0,7910.0,0.0,9,53,48.0,Yes,2710659.0
Ca,Alameda-county,San lorenzo,17041 via andeta,94580-3101,Single family residential,New,599000.0,1944,3.0,1.0,1480.0,5000.0,10.0,4,70,64.0,Yes,612344.0
Ca,Alameda-county,Castro valley,2868 jennifer dr,94546,Single family residential,New,1023888.0,1965,3.0,2.0,2317.0,6762.0,0.0,8,41,26.0,Yes,1034829.0
Ca,Alameda-county,Castro valley,22126 lantana ct,94546,Single family residential,New,949000.0,1957,3.0,2.0,1424.0,5060.0,0.0,5,62,55.0,Yes,965450.0
Ca,Alameda-county,Fremont,4957 eggers dr,94536,Single family residential,New,1700000.0,1954,4.0,2.0,1907.0,9600.0,25.0,7,56,47.0,Yes,1716384.0
Ca,Alameda-county,Union city,32219 meteor dr,94587,Townhouse,New,924888.0,2011,3.0,2.5,1566.0,1264.0,490.0,8,79,57.0,Yes,920932.0
Ca,Alameda-county,Oakland,2626 hickory st,94602,Single family residential,New,845000.0,1941,2.0,2.0,1465.0,4128.0,0.0,5,84,73.0,Yes,0.0
Ca,Alameda-county,Oakland,5822 shattuck ave,94609,Single family residential,New,949000.0,1923,3.0,1.5,1453.0,4160.0,0.0,8,91,98.0,Yes,1202199.0
Ca,Alameda-county,Hayward,22226 peralta st,94541,Single family residential,New,739000.0,1926,3.0,1.0,1370.0,7500.0,0.0,5,79,61.0,Yes,754122.0
Ca,Alameda-county,Fremont,37446 parish cir unit 8b,94536,Condo,Active,648000.0,1989,2.0,2.0,942.0,7500.0,310.0,8,82,60.0,Yes,0.0
Ca,Alameda-county,Dublin,4101 doak ct,94568,Single family residential,New,1399000.0,2000,4.0,2.5,2009.0,3290.0,155.0,9,49,68.0,Yes,1433231.0
Ca,Alameda-county,Livermore,5960 greenwood cmn,94550,Single family home,Active,1149999.0,2002,3.0,2.5,1751.0,2924.0,132.0,7,27,63.0,Yes,1182437.0
Ca,Alameda-county,Union city,4717 michelle way,94587,Single family residential,New,1450000.0,1974,5.0,2.0,1926.0,6300.0,0.0,8,13,45.0,Yes,1467430.0
Ca,Alameda-county,Oakland,957 54th,94508,Multi-family (2-4 unit),Active,1399000.0,1900,5.0,1.0,2789.0,4800.0,0.0,7,88,99.0,No,1377642.0
Ca,Alameda-county,Oakland,6035 holway st,94621,Single family residential,New,550000.0,1923,3.0,2.0,1334.0,3600.0,0.0,5,81,56.0,Yes,551587.0
Ca,Alameda-county,Dublin,5517 gracen way,94568,Condo,Active,1396998.0,2019,5.0,4.0,2738.0,7174.0,410.0,9,20,61.0,Yes,1392703.0
Ca,Alameda-county,Oakland,4908 fairfax ave,94601,Single family home,Active,998000.0,1915,4.0,2.0,1617.0,6200.0,0.0,4,75,42.0,Yes,1033850.0
Ca,Alameda-county,San leandro,2338 w w ave 133rd,94577,Single family residential,New,785000.0,1941,2.0,2.0,862.0,7479.0,0.0,5,74,79.0,Yes,787749.0
Ca,Alameda-county,San leandro,16795 ehle st,94578,Single family residential,New,670000.0,1940,3.0,1.0,930.0,5200.0,0.0,4,44,17.0,Yes,665501.0
Ca,Alameda-county,Livermore,358 albatross ave,94551,Multi-family (2-4 unit),New,1098888.0,1959,4.0,3.0,2005.0,5393.0,0.0,7,71,78.0,Yes,1083715.0
Ca,Alameda-county,Oakland,1449 auseon ave,94621,Single family residential,New,599000.0,1924,2.0,1.0,1477.0,4120.0,0.0,5,78,58.0,Yes,597573.0
Ca,Alameda-county,Oakland,2121 manzanita,94611,Single family residential,New,1195000.0,1971,3.0,2.5,2342.0,4500.0,0.0,8,10,22.0,Yes,1411835.0
Ca,Alameda-county,Oakland,5025 woodminster ln #104,94602,Condo,New,599999.0,1966,2.0,1.0,1071.0,7195.0,387.0,7,42,27.0,Yes,598608.0
Ca,Alameda-county,Oakland,5700 cabot dr,94611,Single family residential,New,1595000.0,1941,4.0,2.5,2228.0,7168.0,0.0,8,76,36.0,Yes,1953278.0
